name,x_um,y_um,power_W
0,0.035,350.07,1.0545208
1,0.035,353.71,0.61582404
2,0.035,357.35,1.2603383
3,0.035,360.99,1.3599195
4,0.035,364.63,0.42775086
5,0.035,368.27,0.55450904
6,0.035,371.91,0.98249096
7,0.035,375.55,0.82259
8,0.035,379.33,0.92726046
9,0.035,382.97,0.66363835
10,0.035,386.61,1.3270506
11,0.035,390.25,1.2741973
12,0.035,393.89,0.95849776
13,0.035,397.53,1.465353
14,0.035,401.17,1.125473
15,0.035,404.81,0.66198176
16,0.035,408.59,1.0818797
17,0.035,412.23,0.6361293
18,0.035,415.87,1.3265476
19,0.035,419.51,0.9150554
20,0.035,423.15,0.8669749
21,0.035,426.79,0.71093655
22,0.035,430.43,1.5222907
23,0.035,434.07,0.8775581
24,0.035,437.85,0.7865245
25,0.035,441.49,0.810865
26,0.035,445.13,1.1550266
27,0.035,448.77,1.0804497
28,0.035,452.41,1.1010814
29,0.035,456.05,1.109077
30,0.035,459.69,2.1986835
31,0.035,463.47,0.79344875
32,0.035,467.11,0.7605622
33,0.035,470.75,0.67414546
34,0.035,474.39,1.1943372
35,0.035,478.03,1.466368
36,0.035,481.67,0.89191955
37,0.035,485.31,0.66706824
38,0.035,488.95,0.671264
39,0.035,492.73,1.2109883
40,0.035,496.37,1.2567152
41,0.035,500.01,1.160048
42,0.035,503.65,0.7153351
43,0.035,507.29,1.0243561
44,0.035,510.93,0.978117
45,0.035,514.57,1.0188506
46,0.035,518.21,1.3228271
47,0.035,521.99,1.0208523
48,0.035,525.63,1.2247847
49,0.035,529.27,0.9590916
50,0.035,532.91,1.0479621
51,0.035,536.55,1.2016733
52,0.035,540.19,0.52117854
53,0.035,543.83,0.82146263
54,0.035,547.61,0.77340734
55,0.035,551.25,0.7229961
56,0.035,554.89,0.8362253
57,0.035,558.53,1.6975332
58,0.035,562.17,0.66025263
59,0.035,565.81,1.3750788
60,0.035,569.45,0.4761853
61,0.035,573.09,0.8164788
62,0.035,576.87,0.99630773
63,0.035,580.51,1.1802056
64,0.035,584.15,1.2407181
65,0.035,587.79,1.2821503
66,0.035,591.43,0.81197125
67,0.035,595.07,0.7758927
68,0.035,598.71,1.3157278
69,0.035,602.35,0.86474377
70,0.035,606.13,0.5604166
71,0.035,609.77,0.59326434
72,0.035,613.41,0.646242
73,0.035,617.05,1.1389012
74,0.035,620.69,0.98823965
75,0.035,624.33,1.2304671
76,0.035,627.97,0.7868628
77,0.035,631.75,0.99463004
78,0.035,635.39,1.1989377
79,0.035,639.03,0.8248622
80,0.035,642.67,1.120651
81,0.035,646.31,0.7163612
82,0.035,649.95,0.8073307
83,0.035,653.59,0.80131954
84,0.035,657.23,0.57860446
85,0.035,661.01,1.1342694
86,0.035,664.65,0.77370757
87,0.035,668.29,0.9381901
88,0.035,671.93,1.1314481
89,0.035,675.57,1.1160684
90,0.035,679.21,1.2181748
91,0.035,682.85,0.897453
92,0.035,686.49,0.7881084
93,0.035,690.27,0.90421546
94,0.035,693.91,0.47533566
95,0.035,697.55,0.5232765
96,0.035,701.19,0.5499762
97,0.035,704.83,0.626442
98,0.035,708.47,1.0953888
99,0.035,712.11,0.64986414
100,0.035,715.89,0.80246633
101,0.035,719.53,1.5697101
102,0.035,723.17,0.8095264
103,0.035,726.81,1.2538338
104,0.035,730.45,0.64259064
105,0.035,734.09,0.8598689
106,0.035,737.73,0.6383879
107,0.035,741.37,0.8151252
108,0.035,745.15,1.3064623
109,0.035,748.79,0.4677934
110,0.035,752.43,1.1106763
111,0.035,756.07,1.0266427
112,0.035,759.71,0.73604774
113,0.035,763.35,0.5234973
114,0.035,766.99,0.9608389
115,0.035,770.63,0.75533235
116,0.035,774.41,1.0245671
117,0.035,778.05,0.9417085
118,0.035,781.69,1.7716498
119,0.035,785.33,0.8482816
120,0.035,788.97,0.6198986
121,0.035,792.61,1.0029142
122,0.035,796.25,1.0193838
123,0.035,799.89,1.6078128
124,0.035,803.67,1.3037493
125,0.035,807.31,1.0767509
126,0.035,810.95,1.6761857
127,0.035,814.59,0.5802446
128,0.035,818.23,0.72274345
129,0.035,821.87,0.64440316
130,0.035,825.51,0.79873645
131,0.035,829.29,0.538227
132,0.035,832.93,1.2035314
133,0.035,836.57,0.854115
134,0.035,840.21,0.5183405
135,0.035,843.85,0.6218652
136,0.035,847.49,1.0582379
137,0.035,851.13,1.3053228
138,0.035,854.77,2.0748565
139,0.035,858.55,2.9944024
140,0.035,862.19,1.1018201
141,0.035,865.83,0.6283766
142,0.035,869.47,0.39787441
143,0.035,873.11,1.0390265
144,0.035,876.75,0.67436975
145,0.035,880.39,0.79061574
146,0.035,884.03,0.73078275
147,0.035,887.81,0.88239396
148,0.035,891.45,1.4298818
149,0.035,895.09,0.994037
150,0.035,898.73,0.8761182
151,0.035,902.37,0.6168917
152,0.035,906.01,0.47774723
153,0.035,909.65,0.76849324
154,0.035,913.43,0.91364485
155,0.035,917.07,1.8933953
156,0.035,920.71,0.983448
157,0.035,924.35,1.3830559
158,0.035,927.99,0.7645112
159,0.035,931.63,0.5811317
160,0.035,935.27,0.634545
161,0.035,938.91,0.6984506
162,0.035,942.69,2.1871243
163,0.035,946.33,0.6720954
164,0.035,949.97,1.3055121
165,0.035,953.61,0.65052783
166,0.035,957.25,1.3550372
167,0.035,960.89,1.0889131
168,0.035,964.53,0.8768183
169,0.035,968.17,0.91841555
170,0.035,971.95,0.7184096
171,0.035,975.59,1.1158636
172,0.035,979.23,0.77818286
173,0.035,982.87,0.5717562
174,0.035,986.51,0.55991215
175,0.035,990.15,1.0002348
176,0.035,993.79,1.7556448
177,0.035,997.57,0.99520785
178,0.035,1001.21,0.8902476
179,0.035,1004.85,1.0465826
180,0.035,1008.49,1.5739689
181,0.035,1012.13,1.0191334
182,0.035,1015.77,0.79201794
183,0.035,1019.41,1.4531232
184,0.035,1023.05,1.1081614
185,0.035,1026.83,1.7254745
186,0.035,1030.47,1.0045036
187,0.035,1034.11,0.57201624
188,0.035,1037.75,0.54006594
189,0.035,1041.39,1.8068244
190,0.035,1045.03,1.8601664
191,0.035,1048.67,0.86882985
192,0.035,1052.31,0.8008551
193,0.035,1056.09,1.6749401
194,0.035,1059.73,0.5995244
195,0.035,1063.37,0.65266514
196,0.035,1067.01,1.2074738
197,0.035,1070.65,0.7972058
198,0.035,1074.29,0.9316025
199,0.035,1077.93,0.8744348
200,0.035,1081.71,1.0684719
201,0.035,1085.35,1.639174
202,0.035,1088.99,0.9679582
203,0.035,1092.63,1.2077694
204,0.035,1096.27,0.4111204
205,0.035,1099.91,0.9154975
206,0.035,1103.55,0.66624856
207,0.035,1107.19,0.5733118
208,0.035,1110.97,0.65700656
209,0.035,1114.61,0.8167276
210,0.035,1118.25,1.3465701
211,0.035,1121.89,0.5491644
212,0.035,1125.53,0.9450214
213,0.035,1129.17,0.7691509
214,0.035,1132.81,0.8188376
215,0.035,1136.45,1.3941749
216,0.035,1140.23,1.1577122
217,0.035,1143.87,1.5938603
218,0.035,1147.51,0.87756646
219,0.035,1151.15,0.70668
220,0.035,1154.79,0.8535562
221,0.035,1158.43,1.0285997
222,0.035,1162.07,1.0018307
223,0.035,1165.71,0.6049826
224,0.035,1169.49,0.9679214
225,0.035,1173.13,1.0227458
226,0.035,1176.77,2.5553503
227,0.035,1180.41,1.9777058
228,0.035,1184.05,0.6635854
229,0.035,1187.69,0.83214074
230,0.035,1191.33,0.5198697
231,0.035,1195.11,0.7370621
232,0.035,1198.75,1.0591235
233,0.035,1202.39,1.512163
234,0.035,1206.03,0.6973737
235,0.035,1209.67,0.7185939
236,0.035,1213.31,0.39545593
237,0.035,1216.95,0.8747067
238,0.035,1220.59,0.61032355
239,0.035,1224.23,0.75534844
240,0.035,1228.01,0.65734607
241,0.035,1231.65,0.89897025
242,0.035,1235.29,0.46213803
243,0.035,1238.93,0.51912093
244,0.035,1242.57,2.1878045
245,0.035,1246.21,0.5577919
246,0.035,1249.85,0.6019899
247,0.07,350.07,1.946368
248,0.07,353.71,2.9838862
249,0.07,357.35,0.5842496
250,0.07,360.99,0.8056548
251,0.07,364.63,1.0701747
252,0.07,368.27,1.8639143
253,0.07,371.91,0.62905085
254,0.07,375.55,0.84627455
255,0.07,379.19,1.2739658
256,0.07,382.83,1.1108285
257,0.07,386.47,0.80311066
258,0.07,390.11,0.88485676
259,0.07,393.75,0.5386126
260,0.07,397.39,0.84868276
261,0.07,401.03,0.8391588
262,0.07,404.67,1.0243596
263,0.07,408.31,0.7475671
264,0.07,411.95,1.1272883
265,0.07,415.59,1.3997393
266,0.07,419.23,0.9933933
267,0.07,422.87,1.0745503
268,0.07,426.51,0.95357406
269,0.07,430.15,0.9335446
270,0.07,433.79,0.6994762
271,0.07,437.43,1.0595003
272,0.07,441.07,0.8978835
273,0.07,444.71,2.156458
274,0.07,448.35,1.751621
275,0.07,451.99,1.0893033
276,0.07,455.63,0.6879609
277,0.07,459.27,0.598239
278,0.07,462.91,1.5032912
279,0.07,466.55,1.0369662
280,0.07,470.19,1.1311752
281,0.07,473.83,0.46457386
282,0.07,477.47,1.352798
283,0.07,481.11,1.1195959
284,0.07,484.75,0.5987132
285,0.07,488.39,0.773051
286,0.07,492.03,1.0373678
287,0.07,495.67,0.95331144
288,0.07,499.31,0.83054864
289,0.07,503.09,0.8956589
290,0.07,506.73,0.8440097
291,0.07,510.37,0.99225485
292,0.07,514.01,1.6816853
293,0.07,517.65,0.33438453
294,0.07,521.29,0.8491322
295,0.07,524.93,1.0018063
296,0.07,528.57,1.0508478
297,0.07,532.21,0.8044744
298,0.07,535.85,0.46232414
299,0.07,539.49,1.0643858
300,0.07,543.13,1.8629099
301,0.07,546.77,0.5054304
302,0.07,550.41,1.3188114
303,0.07,554.05,0.8185585
304,0.07,557.69,0.9108928
305,0.07,561.33,0.61265105
306,0.07,564.97,0.81661886
307,0.07,568.61,1.5702227
308,0.07,572.25,1.1785228
309,0.07,575.89,1.8666106
310,0.07,579.53,1.4950571
311,0.07,583.17,1.1127499
312,0.07,586.81,1.8753091
313,0.07,590.45,1.1127083
314,0.07,594.09,1.3000399
315,0.07,597.73,0.8290882
316,0.07,601.37,0.9586953
317,0.07,605.01,0.7062614
318,0.07,608.65,1.3868476
319,0.07,612.29,0.5826773
320,0.07,615.93,1.2765228
321,0.07,619.57,0.86496973
322,0.07,623.21,1.491375
323,0.07,626.85,1.260549
324,0.07,630.49,1.9337442
325,0.07,634.13,1.2504576
326,0.07,637.77,0.49777037
327,0.07,641.41,0.90884423
328,0.07,645.05,0.5841467
329,0.07,648.69,0.7587277
330,0.07,652.47,1.7086285
331,0.07,656.11,1.2046791
332,0.07,659.75,0.7058359
333,0.07,663.39,0.62232846
334,0.07,667.03,0.9458347
335,0.07,670.67,0.5738287
336,0.07,674.31,0.7137258
337,0.07,677.95,1.0576013
338,0.07,681.59,1.4818991
339,0.07,685.23,1.190894
340,0.07,688.87,0.3733212
341,0.07,692.51,1.0543731
342,0.07,696.15,0.960802
343,0.07,699.79,1.1015913
344,0.07,703.43,1.781906
345,0.07,707.07,0.4089773
346,0.07,710.71,0.7369452
347,0.07,714.35,1.1824188
348,0.07,717.99,0.4958717
349,0.07,721.63,1.6846862
350,0.07,725.27,1.0817091
351,0.07,728.91,1.309746
352,0.07,732.55,0.74291193
353,0.07,736.19,1.2926639
354,0.07,739.83,1.4313074
355,0.07,743.47,1.0246497
356,0.07,747.11,1.0252742
357,0.07,750.75,1.040121
358,0.07,754.39,0.6609095
359,0.07,758.03,0.880019
360,0.07,761.67,0.8782629
361,0.07,765.31,1.0882351
362,0.07,768.95,1.39254
363,0.07,772.59,0.6112711
364,0.07,776.23,0.8879819
365,0.07,779.87,1.688401
366,0.07,783.51,0.6933394
367,0.07,787.15,0.6718633
368,0.07,790.79,1.012196
369,0.07,794.43,1.3085946
370,0.07,798.07,0.9377894
371,0.07,801.85,1.58849
372,0.07,805.49,1.315106
373,0.07,809.13,1.3072526
374,0.07,812.77,1.1651459
375,0.07,816.41,2.3685098
376,0.07,820.05,0.8599638
377,0.07,823.69,0.4188639
378,0.07,827.33,1.773405
379,0.07,830.97,0.77733797
380,0.07,834.61,0.974678
381,0.07,838.25,1.5762048
382,0.07,841.89,0.49178967
383,0.07,845.53,0.56583136
384,0.07,849.17,0.49198282
385,0.07,852.81,0.6794614
386,0.07,856.45,1.1129947
387,0.07,860.09,1.1512805
388,0.07,863.73,1.0425915
389,0.07,867.51,0.5305152
390,0.07,871.01,0.3705223
391,0.07,874.65,0.9540312
392,0.07,878.29,0.7729733
393,0.07,881.93,1.1218218
394,0.07,885.57,1.2361245
395,0.07,889.21,0.986587
396,0.07,892.85,1.2652287
397,0.07,896.49,1.0231481
398,0.07,900.13,1.15399
399,0.07,903.77,0.70421636
400,0.07,907.41,0.8687978
401,0.07,911.05,1.0099593
402,0.07,914.69,1.2961665
403,0.07,918.33,0.79748136
404,0.07,921.97,1.1498903
405,0.07,925.75,0.839343
406,0.07,929.11,0.89063805
407,0.07,932.89,1.3008362
408,0.07,936.53,0.4206204
409,0.07,940.17,0.55577636
410,0.07,943.81,0.5159866
411,0.07,947.45,0.36705384
412,0.07,951.23,0.71169484
413,0.07,954.87,1.2598255
414,0.07,958.51,0.83297306
415,0.07,962.15,1.0103691
416,0.07,965.79,1.4432343
417,0.07,969.43,1.5876805
418,0.07,973.07,0.9080503
419,0.07,976.71,1.6042142
420,0.07,980.35,0.96855533
421,0.07,983.99,0.66780466
422,0.07,987.63,0.735974
423,0.07,991.27,0.516327
424,0.07,994.91,0.6543886
425,0.07,998.55,0.80895907
426,0.07,1002.19,1.2874116
427,0.07,1005.83,1.8580129
428,0.07,1009.47,0.53704524
429,0.07,1013.11,1.0923493
430,0.07,1016.75,0.6156862
431,0.07,1020.39,1.1287135
432,0.07,1024.03,0.88582575
433,0.07,1027.67,0.44880685
434,0.07,1031.31,1.3532627
435,0.07,1034.95,0.73285997
436,0.07,1038.59,0.75400186
437,0.07,1042.23,0.60853475
438,0.07,1045.87,0.71855456
439,0.07,1049.51,1.1077776
440,0.07,1053.15,0.8654566
441,0.07,1056.79,1.0646696
442,0.07,1060.43,1.0789285
443,0.07,1064.07,1.5832257
444,0.07,1067.71,0.81390244
445,0.07,1071.35,0.51708734
446,0.07,1074.99,1.4305924
447,0.07,1078.63,0.8175889
448,0.07,1082.27,1.4579577
449,0.07,1085.91,1.0882279
450,0.07,1089.55,0.88580775
451,0.07,1093.19,1.07327
452,0.07,1096.83,2.037258
453,0.07,1100.61,2.1425397
454,0.07,1104.25,0.9597832
455,0.07,1107.89,0.99528706
456,0.07,1111.53,1.435762
457,0.07,1115.17,0.6656011
458,0.07,1118.81,1.0665486
459,0.07,1122.45,0.92390555
460,0.07,1126.09,1.0584049
461,0.07,1129.73,0.66888183
462,0.07,1133.37,0.49429277
463,0.07,1137.01,0.40738618
464,0.07,1140.65,0.59705025
465,0.07,1144.29,0.7770346
466,0.07,1147.93,0.83020973
467,0.07,1151.57,2.0260582
468,0.07,1155.21,1.4529516
469,0.07,1158.85,0.63531345
470,0.07,1162.49,1.0728118
471,0.07,1166.13,0.7932383
472,0.07,1169.77,0.83314645
473,0.07,1173.41,1.0053442
474,0.07,1177.05,1.195863
475,0.07,1180.69,0.81505173
476,0.07,1184.33,1.4286648
477,0.07,1187.97,0.59121495
478,0.07,1191.61,0.9358831
479,0.07,1195.25,2.6386547
480,0.07,1198.89,1.0206417
481,0.07,1202.53,1.6561332
482,0.07,1206.17,0.9683204
483,0.07,1209.81,1.1776377
484,0.07,1213.45,0.9125489
485,0.07,1217.09,0.8720022
486,0.07,1220.73,0.6834558
487,0.07,1224.37,1.1088464
488,0.07,1228.01,0.6640385
489,0.07,1231.65,1.2182723
490,0.07,1235.29,1.4409671
491,0.07,1238.93,1.0809197
492,0.07,1242.57,0.8325185
493,0.07,1246.21,1.1193923
494,0.07,1249.85,0.82508445
495,1045.19,1331.02,1.3571929
555,1403.54,102.386,0.44871706
615,686.84,1331.02,0.81624293
675,268.764,1331.02,0.42099887
735,746.566,1331.02,0.513336
795,1343.82,102.386,1.610822
855,925.741,1331.02,1.3354572
915,328.489,1331.02,0.70005774
975,29.8626,375.416,0.51181006
1035,29.8626,580.188,0.28518653
1095,29.8626,238.901,0.7511135
1155,1284.09,102.386,2.4580433
1215,1403.54,238.901,1.110881
1275,1224.37,102.386,0.7462988
1335,1343.82,238.901,1.12438
1395,1164.64,102.386,0.49998176
1455,1284.09,238.901,0.82883877
1515,1403.54,375.416,0.9714074
1575,1104.92,102.386,0.90190995
1635,89.5879,238.901,1.2808477
1695,89.5879,580.188,1.0714982
1755,29.8626,102.386,1.2196087
1815,1224.37,238.901,0.70882314
1875,89.5879,1331.02,1.336863
1935,1343.82,375.416,1.7910006
1995,209.038,1331.02,0.6332689
2055,1045.19,102.386,0.65450335
2115,507.665,1331.02,1.5928317
2175,1164.64,238.901,0.86473006
2235,328.489,1194.5,1.6367756
2295,209.038,375.416,0.7820672
2355,89.5879,375.416,1.6706586
2415,149.313,102.386,0.9839246
2475,1164.64,1331.02,1.035093
2535,29.8626,1331.02,1.74558
2595,567.39,1331.02,0.8077453
2655,268.764,1194.5,0.64066464
2715,806.291,1331.02,0.7801836
2775,447.939,1331.02,1.1186619
2835,985.467,1331.02,0.49902257
2895,1284.09,375.416,1.2046487
2955,209.038,238.901,0.7525342
3015,89.5879,716.703,1.4774605
3075,209.038,102.386,0.35825709
3135,1284.09,716.703,0.6815221
3195,866.016,580.188,0.47550038
3255,925.741,853.218,0.6707947
3315,1224.37,921.475,1.0307287
3375,1224.37,716.703,0.86893153
3435,985.467,238.901,0.84353715
3495,746.566,853.218,0.8759255
3555,1104.92,1057.99,1.0126342
3615,328.489,375.416,0.62361956
3675,268.764,238.901,1.2385478
3735,746.566,238.901,1.2168506
3795,1403.54,716.703,1.088951
3855,925.741,716.703,1.1662729
3915,985.467,853.218,1.0510261
3975,1224.37,1057.99,2.1069238
4035,1164.64,716.703,0.9015516
4095,925.741,443.673,0.8256093
4155,806.291,1057.99,0.69058836
4215,1164.64,921.475,0.617729
4275,447.939,375.416,0.56745774
4335,447.939,238.901,0.654215
4395,686.84,238.901,0.90749025
4455,1343.82,580.188,1.0670712
4515,985.467,580.188,0.9528065
4575,866.016,1057.99,0.68727934
4635,1164.64,1194.5,1.3381305
4695,1224.37,580.188,1.2547857
4755,985.467,443.673,0.8757631
4815,925.741,1194.5,0.7189476
4875,1403.54,511.931,1.1624976
4935,567.39,375.416,1.0064095
4995,268.764,102.386,0.52306414
5055,746.566,102.386,0.90847087
5115,985.467,102.386,1.0366703
5175,985.467,716.703,0.6513695
5235,925.741,1057.99,1.0071626
5295,1164.64,1057.99,0.52166516
5355,1164.64,443.673,1.5930878
5415,1045.19,238.901,1.5378413
5475,866.016,1194.5,0.8438274
5535,1104.92,238.901,1.0795901
5595,507.665,375.416,0.35601974
5655,447.939,102.386,0.58781713
5715,686.84,102.386,0.8300147
5775,1284.09,580.188,0.6079555
5835,746.566,716.703,1.2422923
5895,985.467,1057.99,2.075326
5955,1284.09,1194.5,0.58307105
6015,1224.37,375.416,0.6677872
6075,925.741,238.901,1.0257038
6135,806.291,1194.5,1.7782792
6195,1403.54,1057.99,0.5724957
6255,447.939,580.188,1.0312937
6315,507.665,238.901,1.9342492
6375,925.741,102.386,0.48214808
6435,1164.64,580.188,0.55921125
6495,686.84,580.188,0.7880112
6555,627.115,1057.99,0.75802743
6615,1104.92,1194.5,1.292063
6675,1104.92,443.673,1.0282553
6735,806.291,238.901,0.45896325
6795,686.84,1194.5,1.1472455
6855,1403.54,921.475,0.74095464
6915,627.115,580.188,1.5542274
6975,507.665,102.386,0.7262686
7035,806.291,102.386,0.7236507
7095,1045.19,716.703,1.1591098
7155,866.016,716.703,1.2666432
7215,686.84,921.475,1.1167687
7275,1104.92,853.218,0.47566605
7335,1045.19,443.673,1.1576748
7395,746.566,375.416,0.61722386
7455,866.016,853.218,1.0256331
7515,1343.82,921.475,0.5281927
7575,268.764,375.416,1.1159751
7635,328.489,238.901,0.6760827
7695,567.39,238.901,0.5588612
7755,1045.19,580.188,1.242006
7815,746.566,511.931,1.0282491
7875,686.84,1057.99,0.73023343
7935,1045.19,1194.5,1.6680766
7995,866.016,238.901,0.78265655
8055,866.016,443.673,0.9455795
8115,627.115,1194.5,1.0395262
8175,1343.82,1057.99,0.72857356
8235,686.84,375.416,1.127107
8295,328.489,102.386,0.754137
8355,567.39,102.386,0.7917927
8415,567.39,580.188,1.6100364
8475,1403.54,34.1287,0.6156758
8491,627.115,1262.76,0.3556129
8546,268.764,1331.02,1.7781518
8584,806.291,1399.28,2.5881176
8606,388.214,1331.02,0.79381245
8646,806.291,1399.28,0.4301869
8677,268.764,1262.76,0.824487
8688,149.313,443.673,0.8325271
8721,89.5879,511.931,0.8652214
8741,149.313,307.158,0.59800535
8771,1403.54,34.1287,1.1770651
8778,1403.54,34.1287,1.1514276
8799,209.038,1399.28,0.5134706
8813,1403.54,34.1287,1.2347622
8820,1403.54,34.1287,2.1218188
8826,866.016,1331.02,0.9999838
8830,328.489,1399.28,0.81568223
8841,149.313,238.901,0.8819662
8855,149.313,511.931,1.1939921
8862,89.5879,170.644,0.46716678
8879,1403.54,34.1287,0.9969606
8909,209.038,1331.02,0.7985275
8917,1403.54,34.1287,1.9548817
8921,268.764,1331.02,0.87068987
8924,1403.54,34.1287,1.8191234
8930,328.489,1331.02,0.6003175
8940,209.038,989.733,1.180695
8947,149.313,375.416,1.0607326
8955,149.313,443.673,0.6594038
8967,149.313,170.644,1.0021604
8972,209.038,1331.02,1.5162001
8983,806.291,1331.02,0.82010984
8991,268.764,1399.28,0.4744565
8998,806.291,1331.02,0.926978
9003,328.489,1331.02,0.650659
9008,149.313,238.901,0.8140474
9011,89.5879,580.188,0.90353954
9022,149.313,170.644,0.47186553
9026,1104.92,648.446,0.48916098
9081,806.291,580.188,1.1320457
9126,806.291,921.475,0.7573818
9160,1104.92,921.475,0.33464062
9206,1104.92,648.446,1.2777967
9244,806.291,511.931,1.0409644
9274,746.566,921.475,0.70162916
9307,1164.64,853.218,0.551269
9350,447.939,443.673,1.3041127
9384,388.214,238.901,1.0735167
9425,567.39,170.644,2.421145
9457,1104.92,580.188,1.1043701
9468,806.291,580.188,1.0901126
9483,806.291,921.475,0.87321675
9493,1164.64,989.733,1.2942224
9520,1104.92,580.188,1.1986953
9533,806.291,511.931,1.5401652
9553,806.291,989.733,0.75780475
9572,1164.64,921.475,0.78430027
9596,447.939,443.673,0.7707112
9609,447.939,170.644,1.2808454
9618,507.665,170.644,1.699866
9637,1104.92,580.188,0.7769832
9655,866.016,580.188,0.78764343
9664,746.566,989.733,1.0584764
9690,1104.92,989.733,0.8461108
9712,1104.92,580.188,1.3661835
9731,806.291,580.188,0.37926838
9745,806.291,989.733,0.6706671
9771,1164.64,853.218,0.6826542
9790,507.665,443.673,0.36900586
9807,447.939,238.901,0.63492036
9826,567.39,238.901,0.6473535
9841,1104.92,580.188,0.8613605
9851,806.291,580.188,1.4570094
9861,806.291,989.733,0.84634805
9869,1104.92,921.475,0.6180872
9887,1104.92,580.188,0.9124864
9913,866.016,511.931,1.4203014
9920,806.291,989.733,0.6317991
9932,1164.64,853.218,0.64854085
9941,507.665,375.416,1.1672134
9950,388.214,238.901,0.8543496
9958,507.665,170.644,1.2094836
9964,806.291,580.188,0.92843115
9972,746.566,989.733,1.2359812
9981,1104.92,989.733,0.6170337
9989,866.016,511.931,0.92901146
9996,746.566,1057.99,0.85806423
10006,1164.64,853.218,0.5739823
10010,447.939,443.673,0.4994781
10036,447.939,170.644,1.2281381
10053,1104.92,580.188,0.8112482
10072,806.291,580.188,0.6202005
10082,746.566,989.733,0.8982814
10094,1104.92,989.733,1.4658089
10103,1104.92,580.188,0.3749002
10113,746.566,989.733,0.5130121
10123,1164.64,853.218,0.64535487
10131,507.665,443.673,1.6747622
10140,447.939,170.644,1.0452274
10150,507.665,238.901,1.2688698
10159,1104.92,580.188,0.5916354
10167,806.291,580.188,0.5965366
10174,746.566,989.733,1.116641
10180,1104.92,921.475,0.9555286
10185,1104.92,580.188,1.1626422
10195,806.291,580.188,0.8660014
10206,746.566,921.475,1.0433713
10215,1104.92,921.475,0.9944627
10222,447.939,375.416,1.2741848
10227,388.214,238.901,1.2891756
10235,507.665,307.158,0.48833722
10245,1104.92,580.188,0.379953
10251,806.291,580.188,1.3936105
10255,746.566,989.733,1.5012374
10262,1104.92,989.733,0.6206118
10268,806.291,580.188,0.44364327
10280,746.566,989.733,0.9712354
10286,1104.92,921.475,1.3546389
10294,447.939,375.416,1.9159958
10299,388.214,238.901,1.1476526
